%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=210480, 2026/04/9 15:35:15.84)
1 101 4.659934e-01 0 0 4.560879e-01 4.573723e-01 4.591754e-01 4.717062e-01 3.648714e-01 4.554099e-01 4.787858e-01 4.521643e-01 4.728948e-01 4.581409e-01 4.633685e-01 3.654835e-01 4.545128e-01 4.748825e-01 2.796461e-01 2.915583e-01 1.410022e-01 3.946479e-01 2.443685e-01 4.552857e-01 4.560033e-01 3.822731e-01 
2 201 4.925739e-01 0 0 4.769180e-01 4.718851e-01 4.939389e-01 4.983610e-01 3.754110e-01 4.746123e-01 5.000000e-01 4.761836e-01 4.904966e-01 4.788033e-01 4.759490e-01 3.815542e-01 4.731518e-01 4.882410e-01 2.914411e-01 3.052476e-01 1.484401e-01 4.159211e-01 2.573664e-01 4.577506e-01 4.718462e-01 3.953907e-01 
3 301 4.975831e-01 0 0 4.743735e-01 4.707869e-01 4.912776e-01 4.867006e-01 3.702865e-01 4.723708e-01 5.000000e-01 4.769268e-01 4.915366e-01 4.717065e-01 4.813009e-01 3.799411e-01 4.738265e-01 4.799118e-01 2.929431e-01 3.030660e-01 1.487490e-01 4.053039e-01 2.535678e-01 4.562117e-01 4.743981e-01 3.858979e-01 
4 401 4.968339e-01 0 0 4.708632e-01 4.578195e-01 4.893721e-01 4.791995e-01 3.725309e-01 4.613418e-01 5.000000e-01 4.665286e-01 4.917194e-01 4.667887e-01 4.737688e-01 3.691124e-01 4.628075e-01 4.625958e-01 2.857788e-01 2.961428e-01 1.477020e-01 3.978586e-01 2.466251e-01 4.499776e-01 4.630656e-01 3.758025e-01 
5 501 5.021506e-01 0 0 4.660996e-01 4.552422e-01 4.852366e-01 4.785916e-01 3.763412e-01 4.544632e-01 4.922696e-01 4.565628e-01 4.941634e-01 4.679667e-01 4.693326e-01 3.657459e-01 4.539294e-01 4.586269e-01 2.867712e-01 2.951767e-01 1.451436e-01 3.979493e-01 2.511373e-01 4.517036e-01 4.649782e-01 3.750939e-01 
6 601 8.049010e-01 0 0 7.406127e-01 7.150049e-01 7.654659e-01 7.592716e-01 5.935148e-01 7.201137e-01 7.792289e-01 7.213636e-01 7.713550e-01 7.260700e-01 7.315735e-01 5.696104e-01 7.088153e-01 7.142779e-01 4.493412e-01 4.614762e-01 2.240955e-01 6.301380e-01 3.955367e-01 7.162591e-01 7.309871e-01 5.917864e-01 
7 701 5.233481e-01 0 0 4.776794e-01 4.529154e-01 4.826625e-01 4.845895e-01 3.784649e-01 4.584278e-01 5.000000e-01 4.566835e-01 4.851719e-01 4.602834e-01 4.608658e-01 3.751396e-01 4.512500e-01 4.524410e-01 2.843422e-01 2.954526e-01 1.433366e-01 4.099217e-01 2.548564e-01 4.577394e-01 4.668611e-01 3.778974e-01 
8 801 4.523120e-01 0 0 4.075502e-01 3.888361e-01 4.084414e-01 4.156430e-01 3.236810e-01 3.878308e-01 4.207921e-01 3.884482e-01 4.078830e-01 3.933674e-01 3.931450e-01 3.168610e-01 3.807373e-01 3.826688e-01 2.407023e-01 2.556967e-01 1.210395e-01 3.479938e-01 2.155581e-01 3.895804e-01 3.910166e-01 3.207407e-01 
9 901 7.422430e-01 0 0 6.489076e-01 6.346951e-01 6.576160e-01 6.741548e-01 5.294505e-01 6.307644e-01 6.766423e-01 6.220010e-01 6.614083e-01 6.401101e-01 6.247671e-01 5.099421e-01 5.978045e-01 6.125504e-01 3.863466e-01 4.126256e-01 1.965240e-01 5.571003e-01 3.453370e-01 6.327526e-01 6.226178e-01 5.145254e-01 
10 1001 5.625950e-01 0 0 4.843329e-01 4.652321e-01 4.811465e-01 5.000000e-01 3.896783e-01 4.681251e-01 4.970891e-01 4.545336e-01 4.909882e-01 4.798626e-01 4.577016e-01 3.854128e-01 4.458730e-01 4.550099e-01 2.871561e-01 3.078495e-01 1.474782e-01 4.171590e-01 2.545753e-01 4.721066e-01 4.683781e-01 3.890512e-01 
11 1101 5.205795e-01 0 0 4.347184e-01 4.186657e-01 4.376136e-01 4.507629e-01 3.479778e-01 4.229875e-01 4.538694e-01 4.163091e-01 4.400578e-01 4.372365e-01 4.186283e-01 3.548379e-01 4.127684e-01 4.181987e-01 2.622811e-01 2.786836e-01 1.313200e-01 3.804459e-01 2.315157e-01 4.363268e-01 4.323015e-01 3.549913e-01 
